Date,Day,WeekNr,Month,DateKey,MonthShort,MonthNo,Quarter,Year
1/1/2019,Tuesday,1,January,20190101,Jan,1,1,2019
1/2/2019,Wednesday,1,January,20190102,Jan,1,1,2019
1/3/2019,Thursday,1,January,20190103,Jan,1,1,2019
1/4/2019,Friday,1,January,20190104,Jan,1,1,2019
1/5/2019,Saturday,1,January,20190105,Jan,1,1,2019
1/6/2019,Sunday,2,January,20190106,Jan,1,1,2019
1/7/2019,Monday,2,January,20190107,Jan,1,1,2019
1/8/2019,Tuesday,2,January,20190108,Jan,1,1,2019
1/9/2019,Wednesday,2,January,20190109,Jan,1,1,2019
1/10/2019,Thursday,2,January,20190110,Jan,1,1,2019
1/11/2019,Friday,2,January,20190111,Jan,1,1,2019
1/12/2019,Saturday,2,January,20190112,Jan,1,1,2019
1/13/2019,Sunday,3,January,20190113,Jan,1,1,2019
1/14/2019,Monday,3,January,20190114,Jan,1,1,2019
1/15/2019,Tuesday,3,January,20190115,Jan,1,1,2019
1/16/2019,Wednesday,3,January,20190116,Jan,1,1,2019
1/17/2019,Thursday,3,January,20190117,Jan,1,1,2019
1/18/2019,Friday,3,January,20190118,Jan,1,1,2019
1/19/2019,Saturday,3,January,20190119,Jan,1,1,2019
1/20/2019,Sunday,4,January,20190120,Jan,1,1,2019
1/21/2019,Monday,4,January,20190121,Jan,1,1,2019
1/22/2019,Tuesday,4,January,20190122,Jan,1,1,2019
1/23/2019,Wednesday,4,January,20190123,Jan,1,1,2019
1/24/2019,Thursday,4,January,20190124,Jan,1,1,2019
1/25/2019,Friday,4,January,20190125,Jan,1,1,2019
1/26/2019,Saturday,4,January,20190126,Jan,1,1,2019
1/27/2019,Sunday,5,January,20190127,Jan,1,1,2019
1/28/2019,Monday,5,January,20190128,Jan,1,1,2019
1/29/2019,Tuesday,5,January,20190129,Jan,1,1,2019
1/30/2019,Wednesday,5,January,20190130,Jan,1,1,2019
1/31/2019,Thursday,5,January,20190131,Jan,1,1,2019
2/1/2019,Friday,5,February,20190201,Feb,2,1,2019
2/2/2019,Saturday,5,February,20190202,Feb,2,1,2019
2/3/2019,Sunday,6,February,20190203,Feb,2,1,2019
2/4/2019,Monday,6,February,20190204,Feb,2,1,2019
2/5/2019,Tuesday,6,February,20190205,Feb,2,1,2019
2/6/2019,Wednesday,6,February,20190206,Feb,2,1,2019
2/7/2019,Thursday,6,February,20190207,Feb,2,1,2019
2/8/2019,Friday,6,February,20190208,Feb,2,1,2019
2/9/2019,Saturday,6,February,20190209,Feb,2,1,2019
2/10/2019,Sunday,7,February,20190210,Feb,2,1,2019
2/11/2019,Monday,7,February,20190211,Feb,2,1,2019
2/12/2019,Tuesday,7,February,20190212,Feb,2,1,2019
2/13/2019,Wednesday,7,February,20190213,Feb,2,1,2019
2/14/2019,Thursday,7,February,20190214,Feb,2,1,2019
2/15/2019,Friday,7,February,20190215,Feb,2,1,2019
2/16/2019,Saturday,7,February,20190216,Feb,2,1,2019
2/17/2019,Sunday,8,February,20190217,Feb,2,1,2019
2/18/2019,Monday,8,February,20190218,Feb,2,1,2019
2/19/2019,Tuesday,8,February,20190219,Feb,2,1,2019
2/20/2019,Wednesday,8,February,20190220,Feb,2,1,2019
2/21/2019,Thursday,8,February,20190221,Feb,2,1,2019
2/22/2019,Friday,8,February,20190222,Feb,2,1,2019
2/23/2019,Saturday,8,February,20190223,Feb,2,1,2019
2/24/2019,Sunday,9,February,20190224,Feb,2,1,2019
2/25/2019,Monday,9,February,20190225,Feb,2,1,2019
2/26/2019,Tuesday,9,February,20190226,Feb,2,1,2019
2/27/2019,Wednesday,9,February,20190227,Feb,2,1,2019
2/28/2019,Thursday,9,February,20190228,Feb,2,1,2019
3/1/2019,Friday,9,March,20190301,Mar,3,1,2019
3/2/2019,Saturday,9,March,20190302,Mar,3,1,2019
3/3/2019,Sunday,10,March,20190303,Mar,3,1,2019
3/4/2019,Monday,10,March,20190304,Mar,3,1,2019
3/5/2019,Tuesday,10,March,20190305,Mar,3,1,2019
3/6/2019,Wednesday,10,March,20190306,Mar,3,1,2019
3/7/2019,Thursday,10,March,20190307,Mar,3,1,2019
3/8/2019,Friday,10,March,20190308,Mar,3,1,2019
3/9/2019,Saturday,10,March,20190309,Mar,3,1,2019
3/10/2019,Sunday,11,March,20190310,Mar,3,1,2019
3/11/2019,Monday,11,March,20190311,Mar,3,1,2019
3/12/2019,Tuesday,11,March,20190312,Mar,3,1,2019
3/13/2019,Wednesday,11,March,20190313,Mar,3,1,2019
3/14/2019,Thursday,11,March,20190314,Mar,3,1,2019
3/15/2019,Friday,11,March,20190315,Mar,3,1,2019
3/16/2019,Saturday,11,March,20190316,Mar,3,1,2019
3/17/2019,Sunday,12,March,20190317,Mar,3,1,2019
3/18/2019,Monday,12,March,20190318,Mar,3,1,2019
3/19/2019,Tuesday,12,March,20190319,Mar,3,1,2019
3/20/2019,Wednesday,12,March,20190320,Mar,3,1,2019
3/21/2019,Thursday,12,March,20190321,Mar,3,1,2019
3/22/2019,Friday,12,March,20190322,Mar,3,1,2019
3/23/2019,Saturday,12,March,20190323,Mar,3,1,2019
3/24/2019,Sunday,13,March,20190324,Mar,3,1,2019
3/25/2019,Monday,13,March,20190325,Mar,3,1,2019
3/26/2019,Tuesday,13,March,20190326,Mar,3,1,2019
3/27/2019,Wednesday,13,March,20190327,Mar,3,1,2019
3/28/2019,Thursday,13,March,20190328,Mar,3,1,2019
3/29/2019,Friday,13,March,20190329,Mar,3,1,2019
3/30/2019,Saturday,13,March,20190330,Mar,3,1,2019
3/31/2019,Sunday,14,March,20190331,Mar,3,1,2019
4/1/2019,Monday,14,April,20190401,Apr,4,2,2019
4/2/2019,Tuesday,14,April,20190402,Apr,4,2,2019
4/3/2019,Wednesday,14,April,20190403,Apr,4,2,2019
4/4/2019,Thursday,14,April,20190404,Apr,4,2,2019
4/5/2019,Friday,14,April,20190405,Apr,4,2,2019
4/6/2019,Saturday,14,April,20190406,Apr,4,2,2019
4/7/2019,Sunday,15,April,20190407,Apr,4,2,2019
4/8/2019,Monday,15,April,20190408,Apr,4,2,2019
4/9/2019,Tuesday,15,April,20190409,Apr,4,2,2019
4/10/2019,Wednesday,15,April,20190410,Apr,4,2,2019
4/11/2019,Thursday,15,April,20190411,Apr,4,2,2019
4/12/2019,Friday,15,April,20190412,Apr,4,2,2019
4/13/2019,Saturday,15,April,20190413,Apr,4,2,2019
4/14/2019,Sunday,16,April,20190414,Apr,4,2,2019
4/15/2019,Monday,16,April,20190415,Apr,4,2,2019
4/16/2019,Tuesday,16,April,20190416,Apr,4,2,2019
4/17/2019,Wednesday,16,April,20190417,Apr,4,2,2019
4/18/2019,Thursday,16,April,20190418,Apr,4,2,2019
4/19/2019,Friday,16,April,20190419,Apr,4,2,2019
4/20/2019,Saturday,16,April,20190420,Apr,4,2,2019
4/21/2019,Sunday,17,April,20190421,Apr,4,2,2019
4/22/2019,Monday,17,April,20190422,Apr,4,2,2019
4/23/2019,Tuesday,17,April,20190423,Apr,4,2,2019
4/24/2019,Wednesday,17,April,20190424,Apr,4,2,2019
4/25/2019,Thursday,17,April,20190425,Apr,4,2,2019
4/26/2019,Friday,17,April,20190426,Apr,4,2,2019
4/27/2019,Saturday,17,April,20190427,Apr,4,2,2019
4/28/2019,Sunday,18,April,20190428,Apr,4,2,2019
4/29/2019,Monday,18,April,20190429,Apr,4,2,2019
4/30/2019,Tuesday,18,April,20190430,Apr,4,2,2019
5/1/2019,Wednesday,18,May,20190501,May,5,2,2019
5/2/2019,Thursday,18,May,20190502,May,5,2,2019
5/3/2019,Friday,18,May,20190503,May,5,2,2019
5/4/2019,Saturday,18,May,20190504,May,5,2,2019
5/5/2019,Sunday,19,May,20190505,May,5,2,2019
5/6/2019,Monday,19,May,20190506,May,5,2,2019
5/7/2019,Tuesday,19,May,20190507,May,5,2,2019
5/8/2019,Wednesday,19,May,20190508,May,5,2,2019
5/9/2019,Thursday,19,May,20190509,May,5,2,2019
5/10/2019,Friday,19,May,20190510,May,5,2,2019
5/11/2019,Saturday,19,May,20190511,May,5,2,2019
5/12/2019,Sunday,20,May,20190512,May,5,2,2019
5/13/2019,Monday,20,May,20190513,May,5,2,2019
5/14/2019,Tuesday,20,May,20190514,May,5,2,2019
5/15/2019,Wednesday,20,May,20190515,May,5,2,2019
5/16/2019,Thursday,20,May,20190516,May,5,2,2019
5/17/2019,Friday,20,May,20190517,May,5,2,2019
5/18/2019,Saturday,20,May,20190518,May,5,2,2019
5/19/2019,Sunday,21,May,20190519,May,5,2,2019
5/20/2019,Monday,21,May,20190520,May,5,2,2019
5/21/2019,Tuesday,21,May,20190521,May,5,2,2019
5/22/2019,Wednesday,21,May,20190522,May,5,2,2019
5/23/2019,Thursday,21,May,20190523,May,5,2,2019
5/24/2019,Friday,21,May,20190524,May,5,2,2019
5/25/2019,Saturday,21,May,20190525,May,5,2,2019
5/26/2019,Sunday,22,May,20190526,May,5,2,2019
5/27/2019,Monday,22,May,20190527,May,5,2,2019
5/28/2019,Tuesday,22,May,20190528,May,5,2,2019
5/29/2019,Wednesday,22,May,20190529,May,5,2,2019
5/30/2019,Thursday,22,May,20190530,May,5,2,2019
5/31/2019,Friday,22,May,20190531,May,5,2,2019
6/1/2019,Saturday,22,June,20190601,Jun,6,2,2019
6/2/2019,Sunday,23,June,20190602,Jun,6,2,2019
6/3/2019,Monday,23,June,20190603,Jun,6,2,2019
6/4/2019,Tuesday,23,June,20190604,Jun,6,2,2019
6/5/2019,Wednesday,23,June,20190605,Jun,6,2,2019
6/6/2019,Thursday,23,June,20190606,Jun,6,2,2019
6/7/2019,Friday,23,June,20190607,Jun,6,2,2019
6/8/2019,Saturday,23,June,20190608,Jun,6,2,2019
6/9/2019,Sunday,24,June,20190609,Jun,6,2,2019
6/10/2019,Monday,24,June,20190610,Jun,6,2,2019
6/11/2019,Tuesday,24,June,20190611,Jun,6,2,2019
6/12/2019,Wednesday,24,June,20190612,Jun,6,2,2019
6/13/2019,Thursday,24,June,20190613,Jun,6,2,2019
6/14/2019,Friday,24,June,20190614,Jun,6,2,2019
6/15/2019,Saturday,24,June,20190615,Jun,6,2,2019
6/16/2019,Sunday,25,June,20190616,Jun,6,2,2019
6/17/2019,Monday,25,June,20190617,Jun,6,2,2019
6/18/2019,Tuesday,25,June,20190618,Jun,6,2,2019
6/19/2019,Wednesday,25,June,20190619,Jun,6,2,2019
6/20/2019,Thursday,25,June,20190620,Jun,6,2,2019
6/21/2019,Friday,25,June,20190621,Jun,6,2,2019
6/22/2019,Saturday,25,June,20190622,Jun,6,2,2019
6/23/2019,Sunday,26,June,20190623,Jun,6,2,2019
6/24/2019,Monday,26,June,20190624,Jun,6,2,2019
6/25/2019,Tuesday,26,June,20190625,Jun,6,2,2019
6/26/2019,Wednesday,26,June,20190626,Jun,6,2,2019
6/27/2019,Thursday,26,June,20190627,Jun,6,2,2019
6/28/2019,Friday,26,June,20190628,Jun,6,2,2019
6/29/2019,Saturday,26,June,20190629,Jun,6,2,2019
6/30/2019,Sunday,27,June,20190630,Jun,6,2,2019
7/1/2019,Monday,27,July,20190701,Jul,7,3,2019
7/2/2019,Tuesday,27,July,20190702,Jul,7,3,2019
7/3/2019,Wednesday,27,July,20190703,Jul,7,3,2019
7/4/2019,Thursday,27,July,20190704,Jul,7,3,2019
7/5/2019,Friday,27,July,20190705,Jul,7,3,2019
7/6/2019,Saturday,27,July,20190706,Jul,7,3,2019
7/7/2019,Sunday,28,July,20190707,Jul,7,3,2019
7/8/2019,Monday,28,July,20190708,Jul,7,3,2019
7/9/2019,Tuesday,28,July,20190709,Jul,7,3,2019
7/10/2019,Wednesday,28,July,20190710,Jul,7,3,2019
7/11/2019,Thursday,28,July,20190711,Jul,7,3,2019
7/12/2019,Friday,28,July,20190712,Jul,7,3,2019
7/13/2019,Saturday,28,July,20190713,Jul,7,3,2019
7/14/2019,Sunday,29,July,20190714,Jul,7,3,2019
7/15/2019,Monday,29,July,20190715,Jul,7,3,2019
7/16/2019,Tuesday,29,July,20190716,Jul,7,3,2019
7/17/2019,Wednesday,29,July,20190717,Jul,7,3,2019
7/18/2019,Thursday,29,July,20190718,Jul,7,3,2019
7/19/2019,Friday,29,July,20190719,Jul,7,3,2019
7/20/2019,Saturday,29,July,20190720,Jul,7,3,2019
7/21/2019,Sunday,30,July,20190721,Jul,7,3,2019
7/22/2019,Monday,30,July,20190722,Jul,7,3,2019
7/23/2019,Tuesday,30,July,20190723,Jul,7,3,2019
7/24/2019,Wednesday,30,July,20190724,Jul,7,3,2019
7/25/2019,Thursday,30,July,20190725,Jul,7,3,2019
7/26/2019,Friday,30,July,20190726,Jul,7,3,2019
7/27/2019,Saturday,30,July,20190727,Jul,7,3,2019
7/28/2019,Sunday,31,July,20190728,Jul,7,3,2019
7/29/2019,Monday,31,July,20190729,Jul,7,3,2019
7/30/2019,Tuesday,31,July,20190730,Jul,7,3,2019
7/31/2019,Wednesday,31,July,20190731,Jul,7,3,2019
8/1/2019,Thursday,31,August,20190801,Aug,8,3,2019
8/2/2019,Friday,31,August,20190802,Aug,8,3,2019
8/3/2019,Saturday,31,August,20190803,Aug,8,3,2019
8/4/2019,Sunday,32,August,20190804,Aug,8,3,2019
8/5/2019,Monday,32,August,20190805,Aug,8,3,2019
8/6/2019,Tuesday,32,August,20190806,Aug,8,3,2019
8/7/2019,Wednesday,32,August,20190807,Aug,8,3,2019
8/8/2019,Thursday,32,August,20190808,Aug,8,3,2019
8/9/2019,Friday,32,August,20190809,Aug,8,3,2019
8/10/2019,Saturday,32,August,20190810,Aug,8,3,2019
8/11/2019,Sunday,33,August,20190811,Aug,8,3,2019
8/12/2019,Monday,33,August,20190812,Aug,8,3,2019
8/13/2019,Tuesday,33,August,20190813,Aug,8,3,2019
8/14/2019,Wednesday,33,August,20190814,Aug,8,3,2019
8/15/2019,Thursday,33,August,20190815,Aug,8,3,2019
8/16/2019,Friday,33,August,20190816,Aug,8,3,2019
8/17/2019,Saturday,33,August,20190817,Aug,8,3,2019
8/18/2019,Sunday,34,August,20190818,Aug,8,3,2019
8/19/2019,Monday,34,August,20190819,Aug,8,3,2019
8/20/2019,Tuesday,34,August,20190820,Aug,8,3,2019
8/21/2019,Wednesday,34,August,20190821,Aug,8,3,2019
8/22/2019,Thursday,34,August,20190822,Aug,8,3,2019
8/23/2019,Friday,34,August,20190823,Aug,8,3,2019
8/24/2019,Saturday,34,August,20190824,Aug,8,3,2019
8/25/2019,Sunday,35,August,20190825,Aug,8,3,2019
8/26/2019,Monday,35,August,20190826,Aug,8,3,2019
8/27/2019,Tuesday,35,August,20190827,Aug,8,3,2019
8/28/2019,Wednesday,35,August,20190828,Aug,8,3,2019
8/29/2019,Thursday,35,August,20190829,Aug,8,3,2019
8/30/2019,Friday,35,August,20190830,Aug,8,3,2019
8/31/2019,Saturday,35,August,20190831,Aug,8,3,2019
9/1/2019,Sunday,36,September,20190901,Sep,9,3,2019
9/2/2019,Monday,36,September,20190902,Sep,9,3,2019
9/3/2019,Tuesday,36,September,20190903,Sep,9,3,2019
9/4/2019,Wednesday,36,September,20190904,Sep,9,3,2019
9/5/2019,Thursday,36,September,20190905,Sep,9,3,2019
9/6/2019,Friday,36,September,20190906,Sep,9,3,2019
9/7/2019,Saturday,36,September,20190907,Sep,9,3,2019
9/8/2019,Sunday,37,September,20190908,Sep,9,3,2019
9/9/2019,Monday,37,September,20190909,Sep,9,3,2019
9/10/2019,Tuesday,37,September,20190910,Sep,9,3,2019
9/11/2019,Wednesday,37,September,20190911,Sep,9,3,2019
9/12/2019,Thursday,37,September,20190912,Sep,9,3,2019
9/13/2019,Friday,37,September,20190913,Sep,9,3,2019
9/14/2019,Saturday,37,September,20190914,Sep,9,3,2019
9/15/2019,Sunday,38,September,20190915,Sep,9,3,2019
9/16/2019,Monday,38,September,20190916,Sep,9,3,2019
9/17/2019,Tuesday,38,September,20190917,Sep,9,3,2019
9/18/2019,Wednesday,38,September,20190918,Sep,9,3,2019
9/19/2019,Thursday,38,September,20190919,Sep,9,3,2019
9/20/2019,Friday,38,September,20190920,Sep,9,3,2019
9/21/2019,Saturday,38,September,20190921,Sep,9,3,2019
9/22/2019,Sunday,39,September,20190922,Sep,9,3,2019
9/23/2019,Monday,39,September,20190923,Sep,9,3,2019
9/24/2019,Tuesday,39,September,20190924,Sep,9,3,2019
9/25/2019,Wednesday,39,September,20190925,Sep,9,3,2019
9/26/2019,Thursday,39,September,20190926,Sep,9,3,2019
9/27/2019,Friday,39,September,20190927,Sep,9,3,2019
9/28/2019,Saturday,39,September,20190928,Sep,9,3,2019
9/29/2019,Sunday,40,September,20190929,Sep,9,3,2019
9/30/2019,Monday,40,September,20190930,Sep,9,3,2019
10/1/2019,Tuesday,40,October,20191001,Oct,10,4,2019
10/2/2019,Wednesday,40,October,20191002,Oct,10,4,2019
10/3/2019,Thursday,40,October,20191003,Oct,10,4,2019
10/4/2019,Friday,40,October,20191004,Oct,10,4,2019
10/5/2019,Saturday,40,October,20191005,Oct,10,4,2019
10/6/2019,Sunday,41,October,20191006,Oct,10,4,2019
10/7/2019,Monday,41,October,20191007,Oct,10,4,2019
10/8/2019,Tuesday,41,October,20191008,Oct,10,4,2019
10/9/2019,Wednesday,41,October,20191009,Oct,10,4,2019
10/10/2019,Thursday,41,October,20191010,Oct,10,4,2019
10/11/2019,Friday,41,October,20191011,Oct,10,4,2019
10/12/2019,Saturday,41,October,20191012,Oct,10,4,2019
10/13/2019,Sunday,42,October,20191013,Oct,10,4,2019
10/14/2019,Monday,42,October,20191014,Oct,10,4,2019
10/15/2019,Tuesday,42,October,20191015,Oct,10,4,2019
10/16/2019,Wednesday,42,October,20191016,Oct,10,4,2019
10/17/2019,Thursday,42,October,20191017,Oct,10,4,2019
10/18/2019,Friday,42,October,20191018,Oct,10,4,2019
10/19/2019,Saturday,42,October,20191019,Oct,10,4,2019
10/20/2019,Sunday,43,October,20191020,Oct,10,4,2019
10/21/2019,Monday,43,October,20191021,Oct,10,4,2019
10/22/2019,Tuesday,43,October,20191022,Oct,10,4,2019
10/23/2019,Wednesday,43,October,20191023,Oct,10,4,2019
10/24/2019,Thursday,43,October,20191024,Oct,10,4,2019
10/25/2019,Friday,43,October,20191025,Oct,10,4,2019
10/26/2019,Saturday,43,October,20191026,Oct,10,4,2019
10/27/2019,Sunday,44,October,20191027,Oct,10,4,2019
10/28/2019,Monday,44,October,20191028,Oct,10,4,2019
10/29/2019,Tuesday,44,October,20191029,Oct,10,4,2019
10/30/2019,Wednesday,44,October,20191030,Oct,10,4,2019
10/31/2019,Thursday,44,October,20191031,Oct,10,4,2019
11/1/2019,Friday,44,November,20191101,Nov,11,4,2019
11/2/2019,Saturday,44,November,20191102,Nov,11,4,2019
11/3/2019,Sunday,45,November,20191103,Nov,11,4,2019
11/4/2019,Monday,45,November,20191104,Nov,11,4,2019
11/5/2019,Tuesday,45,November,20191105,Nov,11,4,2019
11/6/2019,Wednesday,45,November,20191106,Nov,11,4,2019
11/7/2019,Thursday,45,November,20191107,Nov,11,4,2019
11/8/2019,Friday,45,November,20191108,Nov,11,4,2019
11/9/2019,Saturday,45,November,20191109,Nov,11,4,2019
11/10/2019,Sunday,46,November,20191110,Nov,11,4,2019
11/11/2019,Monday,46,November,20191111,Nov,11,4,2019
11/12/2019,Tuesday,46,November,20191112,Nov,11,4,2019
11/13/2019,Wednesday,46,November,20191113,Nov,11,4,2019
11/14/2019,Thursday,46,November,20191114,Nov,11,4,2019
11/15/2019,Friday,46,November,20191115,Nov,11,4,2019
11/16/2019,Saturday,46,November,20191116,Nov,11,4,2019
11/17/2019,Sunday,47,November,20191117,Nov,11,4,2019
11/18/2019,Monday,47,November,20191118,Nov,11,4,2019
11/19/2019,Tuesday,47,November,20191119,Nov,11,4,2019
11/20/2019,Wednesday,47,November,20191120,Nov,11,4,2019
11/21/2019,Thursday,47,November,20191121,Nov,11,4,2019
11/22/2019,Friday,47,November,20191122,Nov,11,4,2019
11/23/2019,Saturday,47,November,20191123,Nov,11,4,2019
11/24/2019,Sunday,48,November,20191124,Nov,11,4,2019
11/25/2019,Monday,48,November,20191125,Nov,11,4,2019
11/26/2019,Tuesday,48,November,20191126,Nov,11,4,2019
11/27/2019,Wednesday,48,November,20191127,Nov,11,4,2019
11/28/2019,Thursday,48,November,20191128,Nov,11,4,2019
11/29/2019,Friday,48,November,20191129,Nov,11,4,2019
11/30/2019,Saturday,48,November,20191130,Nov,11,4,2019
12/1/2019,Sunday,49,December,20191201,Dec,12,4,2019
12/2/2019,Monday,49,December,20191202,Dec,12,4,2019
12/3/2019,Tuesday,49,December,20191203,Dec,12,4,2019
12/4/2019,Wednesday,49,December,20191204,Dec,12,4,2019
12/5/2019,Thursday,49,December,20191205,Dec,12,4,2019
12/6/2019,Friday,49,December,20191206,Dec,12,4,2019
12/7/2019,Saturday,49,December,20191207,Dec,12,4,2019
12/8/2019,Sunday,50,December,20191208,Dec,12,4,2019
12/9/2019,Monday,50,December,20191209,Dec,12,4,2019
12/10/2019,Tuesday,50,December,20191210,Dec,12,4,2019
12/11/2019,Wednesday,50,December,20191211,Dec,12,4,2019
12/12/2019,Thursday,50,December,20191212,Dec,12,4,2019
12/13/2019,Friday,50,December,20191213,Dec,12,4,2019
12/14/2019,Saturday,50,December,20191214,Dec,12,4,2019
12/15/2019,Sunday,51,December,20191215,Dec,12,4,2019
12/16/2019,Monday,51,December,20191216,Dec,12,4,2019
12/17/2019,Tuesday,51,December,20191217,Dec,12,4,2019
12/18/2019,Wednesday,51,December,20191218,Dec,12,4,2019
12/19/2019,Thursday,51,December,20191219,Dec,12,4,2019
12/20/2019,Friday,51,December,20191220,Dec,12,4,2019
12/21/2019,Saturday,51,December,20191221,Dec,12,4,2019
12/22/2019,Sunday,52,December,20191222,Dec,12,4,2019
12/23/2019,Monday,52,December,20191223,Dec,12,4,2019
12/24/2019,Tuesday,52,December,20191224,Dec,12,4,2019
12/25/2019,Wednesday,52,December,20191225,Dec,12,4,2019
12/26/2019,Thursday,52,December,20191226,Dec,12,4,2019
12/27/2019,Friday,52,December,20191227,Dec,12,4,2019
12/28/2019,Saturday,52,December,20191228,Dec,12,4,2019
12/29/2019,Sunday,53,December,20191229,Dec,12,4,2019
12/30/2019,Monday,53,December,20191230,Dec,12,4,2019
