Date,Day,WeekNr,Month,DateKey,MonthShort,MonthNo,Quarter,Year
12/30/2021,Thursday,53,December,20211230,Dec,12,4,2021
12/31/2021,Friday,53,December,20211231,Dec,12,4,2021
1/1/2022,Saturday,1,January,20220101,Jan,1,1,2022
1/2/2022,Sunday,2,January,20220102,Jan,1,1,2022
1/3/2022,Monday,2,January,20220103,Jan,1,1,2022
1/4/2022,Tuesday,2,January,20220104,Jan,1,1,2022
1/5/2022,Wednesday,2,January,20220105,Jan,1,1,2022
1/6/2022,Thursday,2,January,20220106,Jan,1,1,2022
1/7/2022,Friday,2,January,20220107,Jan,1,1,2022
1/8/2022,Saturday,2,January,20220108,Jan,1,1,2022
1/9/2022,Sunday,3,January,20220109,Jan,1,1,2022
1/10/2022,Monday,3,January,20220110,Jan,1,1,2022
1/11/2022,Tuesday,3,January,20220111,Jan,1,1,2022
1/12/2022,Wednesday,3,January,20220112,Jan,1,1,2022
1/13/2022,Thursday,3,January,20220113,Jan,1,1,2022
1/14/2022,Friday,3,January,20220114,Jan,1,1,2022
1/15/2022,Saturday,3,January,20220115,Jan,1,1,2022
1/16/2022,Sunday,4,January,20220116,Jan,1,1,2022
1/17/2022,Monday,4,January,20220117,Jan,1,1,2022
1/18/2022,Tuesday,4,January,20220118,Jan,1,1,2022
1/19/2022,Wednesday,4,January,20220119,Jan,1,1,2022
1/20/2022,Thursday,4,January,20220120,Jan,1,1,2022
1/21/2022,Friday,4,January,20220121,Jan,1,1,2022
1/22/2022,Saturday,4,January,20220122,Jan,1,1,2022
1/23/2022,Sunday,5,January,20220123,Jan,1,1,2022
1/24/2022,Monday,5,January,20220124,Jan,1,1,2022
1/25/2022,Tuesday,5,January,20220125,Jan,1,1,2022
1/26/2022,Wednesday,5,January,20220126,Jan,1,1,2022
1/27/2022,Thursday,5,January,20220127,Jan,1,1,2022
1/28/2022,Friday,5,January,20220128,Jan,1,1,2022
1/29/2022,Saturday,5,January,20220129,Jan,1,1,2022
1/30/2022,Sunday,6,January,20220130,Jan,1,1,2022
1/31/2022,Monday,6,January,20220131,Jan,1,1,2022
2/1/2022,Tuesday,6,February,20220201,Feb,2,1,2022
2/2/2022,Wednesday,6,February,20220202,Feb,2,1,2022
2/3/2022,Thursday,6,February,20220203,Feb,2,1,2022
2/4/2022,Friday,6,February,20220204,Feb,2,1,2022
2/5/2022,Saturday,6,February,20220205,Feb,2,1,2022
2/6/2022,Sunday,7,February,20220206,Feb,2,1,2022
2/7/2022,Monday,7,February,20220207,Feb,2,1,2022
2/8/2022,Tuesday,7,February,20220208,Feb,2,1,2022
2/9/2022,Wednesday,7,February,20220209,Feb,2,1,2022
2/10/2022,Thursday,7,February,20220210,Feb,2,1,2022
2/11/2022,Friday,7,February,20220211,Feb,2,1,2022
2/12/2022,Saturday,7,February,20220212,Feb,2,1,2022
2/13/2022,Sunday,8,February,20220213,Feb,2,1,2022
2/14/2022,Monday,8,February,20220214,Feb,2,1,2022
2/15/2022,Tuesday,8,February,20220215,Feb,2,1,2022
2/16/2022,Wednesday,8,February,20220216,Feb,2,1,2022
2/17/2022,Thursday,8,February,20220217,Feb,2,1,2022
2/18/2022,Friday,8,February,20220218,Feb,2,1,2022
2/19/2022,Saturday,8,February,20220219,Feb,2,1,2022
2/20/2022,Sunday,9,February,20220220,Feb,2,1,2022
2/21/2022,Monday,9,February,20220221,Feb,2,1,2022
2/22/2022,Tuesday,9,February,20220222,Feb,2,1,2022
2/23/2022,Wednesday,9,February,20220223,Feb,2,1,2022
2/24/2022,Thursday,9,February,20220224,Feb,2,1,2022
2/25/2022,Friday,9,February,20220225,Feb,2,1,2022
2/26/2022,Saturday,9,February,20220226,Feb,2,1,2022
2/27/2022,Sunday,10,February,20220227,Feb,2,1,2022
2/28/2022,Monday,10,February,20220228,Feb,2,1,2022
3/1/2022,Tuesday,10,March,20220301,Mar,3,1,2022
3/2/2022,Wednesday,10,March,20220302,Mar,3,1,2022
3/3/2022,Thursday,10,March,20220303,Mar,3,1,2022
3/4/2022,Friday,10,March,20220304,Mar,3,1,2022
3/5/2022,Saturday,10,March,20220305,Mar,3,1,2022
3/6/2022,Sunday,11,March,20220306,Mar,3,1,2022
3/7/2022,Monday,11,March,20220307,Mar,3,1,2022
3/8/2022,Tuesday,11,March,20220308,Mar,3,1,2022
3/9/2022,Wednesday,11,March,20220309,Mar,3,1,2022
3/10/2022,Thursday,11,March,20220310,Mar,3,1,2022
3/11/2022,Friday,11,March,20220311,Mar,3,1,2022
3/12/2022,Saturday,11,March,20220312,Mar,3,1,2022
3/13/2022,Sunday,12,March,20220313,Mar,3,1,2022
3/14/2022,Monday,12,March,20220314,Mar,3,1,2022
3/15/2022,Tuesday,12,March,20220315,Mar,3,1,2022
3/16/2022,Wednesday,12,March,20220316,Mar,3,1,2022
3/17/2022,Thursday,12,March,20220317,Mar,3,1,2022
3/18/2022,Friday,12,March,20220318,Mar,3,1,2022
3/19/2022,Saturday,12,March,20220319,Mar,3,1,2022
3/20/2022,Sunday,13,March,20220320,Mar,3,1,2022
3/21/2022,Monday,13,March,20220321,Mar,3,1,2022
3/22/2022,Tuesday,13,March,20220322,Mar,3,1,2022
3/23/2022,Wednesday,13,March,20220323,Mar,3,1,2022
3/24/2022,Thursday,13,March,20220324,Mar,3,1,2022
3/25/2022,Friday,13,March,20220325,Mar,3,1,2022
3/26/2022,Saturday,13,March,20220326,Mar,3,1,2022
3/27/2022,Sunday,14,March,20220327,Mar,3,1,2022
3/28/2022,Monday,14,March,20220328,Mar,3,1,2022
3/29/2022,Tuesday,14,March,20220329,Mar,3,1,2022
3/30/2022,Wednesday,14,March,20220330,Mar,3,1,2022
3/31/2022,Thursday,14,March,20220331,Mar,3,1,2022
4/1/2022,Friday,14,April,20220401,Apr,4,2,2022
4/2/2022,Saturday,14,April,20220402,Apr,4,2,2022
4/3/2022,Sunday,15,April,20220403,Apr,4,2,2022
4/4/2022,Monday,15,April,20220404,Apr,4,2,2022
4/5/2022,Tuesday,15,April,20220405,Apr,4,2,2022
4/6/2022,Wednesday,15,April,20220406,Apr,4,2,2022
4/7/2022,Thursday,15,April,20220407,Apr,4,2,2022
4/8/2022,Friday,15,April,20220408,Apr,4,2,2022
4/9/2022,Saturday,15,April,20220409,Apr,4,2,2022
4/10/2022,Sunday,16,April,20220410,Apr,4,2,2022
4/11/2022,Monday,16,April,20220411,Apr,4,2,2022
4/12/2022,Tuesday,16,April,20220412,Apr,4,2,2022
4/13/2022,Wednesday,16,April,20220413,Apr,4,2,2022
4/14/2022,Thursday,16,April,20220414,Apr,4,2,2022
4/15/2022,Friday,16,April,20220415,Apr,4,2,2022
4/16/2022,Saturday,16,April,20220416,Apr,4,2,2022
4/17/2022,Sunday,17,April,20220417,Apr,4,2,2022
4/18/2022,Monday,17,April,20220418,Apr,4,2,2022
4/19/2022,Tuesday,17,April,20220419,Apr,4,2,2022
4/20/2022,Wednesday,17,April,20220420,Apr,4,2,2022
4/21/2022,Thursday,17,April,20220421,Apr,4,2,2022
4/22/2022,Friday,17,April,20220422,Apr,4,2,2022
4/23/2022,Saturday,17,April,20220423,Apr,4,2,2022
4/24/2022,Sunday,18,April,20220424,Apr,4,2,2022
4/25/2022,Monday,18,April,20220425,Apr,4,2,2022
4/26/2022,Tuesday,18,April,20220426,Apr,4,2,2022
4/27/2022,Wednesday,18,April,20220427,Apr,4,2,2022
4/28/2022,Thursday,18,April,20220428,Apr,4,2,2022
4/29/2022,Friday,18,April,20220429,Apr,4,2,2022
4/30/2022,Saturday,18,April,20220430,Apr,4,2,2022
5/1/2022,Sunday,19,May,20220501,May,5,2,2022
5/2/2022,Monday,19,May,20220502,May,5,2,2022
5/3/2022,Tuesday,19,May,20220503,May,5,2,2022
5/4/2022,Wednesday,19,May,20220504,May,5,2,2022
5/5/2022,Thursday,19,May,20220505,May,5,2,2022
5/6/2022,Friday,19,May,20220506,May,5,2,2022
5/7/2022,Saturday,19,May,20220507,May,5,2,2022
5/8/2022,Sunday,20,May,20220508,May,5,2,2022
5/9/2022,Monday,20,May,20220509,May,5,2,2022
5/10/2022,Tuesday,20,May,20220510,May,5,2,2022
5/11/2022,Wednesday,20,May,20220511,May,5,2,2022
5/12/2022,Thursday,20,May,20220512,May,5,2,2022
5/13/2022,Friday,20,May,20220513,May,5,2,2022
5/14/2022,Saturday,20,May,20220514,May,5,2,2022
5/15/2022,Sunday,21,May,20220515,May,5,2,2022
5/16/2022,Monday,21,May,20220516,May,5,2,2022
5/17/2022,Tuesday,21,May,20220517,May,5,2,2022
5/18/2022,Wednesday,21,May,20220518,May,5,2,2022
5/19/2022,Thursday,21,May,20220519,May,5,2,2022
5/20/2022,Friday,21,May,20220520,May,5,2,2022
5/21/2022,Saturday,21,May,20220521,May,5,2,2022
5/22/2022,Sunday,22,May,20220522,May,5,2,2022
5/23/2022,Monday,22,May,20220523,May,5,2,2022
5/24/2022,Tuesday,22,May,20220524,May,5,2,2022
5/25/2022,Wednesday,22,May,20220525,May,5,2,2022
5/26/2022,Thursday,22,May,20220526,May,5,2,2022
5/27/2022,Friday,22,May,20220527,May,5,2,2022
5/28/2022,Saturday,22,May,20220528,May,5,2,2022
5/29/2022,Sunday,23,May,20220529,May,5,2,2022
5/30/2022,Monday,23,May,20220530,May,5,2,2022
5/31/2022,Tuesday,23,May,20220531,May,5,2,2022
6/1/2022,Wednesday,23,June,20220601,Jun,6,2,2022
6/2/2022,Thursday,23,June,20220602,Jun,6,2,2022
6/3/2022,Friday,23,June,20220603,Jun,6,2,2022
6/4/2022,Saturday,23,June,20220604,Jun,6,2,2022
6/5/2022,Sunday,24,June,20220605,Jun,6,2,2022
6/6/2022,Monday,24,June,20220606,Jun,6,2,2022
6/7/2022,Tuesday,24,June,20220607,Jun,6,2,2022
6/8/2022,Wednesday,24,June,20220608,Jun,6,2,2022
6/9/2022,Thursday,24,June,20220609,Jun,6,2,2022
6/10/2022,Friday,24,June,20220610,Jun,6,2,2022
6/11/2022,Saturday,24,June,20220611,Jun,6,2,2022
6/12/2022,Sunday,25,June,20220612,Jun,6,2,2022
6/13/2022,Monday,25,June,20220613,Jun,6,2,2022
6/14/2022,Tuesday,25,June,20220614,Jun,6,2,2022
6/15/2022,Wednesday,25,June,20220615,Jun,6,2,2022
6/16/2022,Thursday,25,June,20220616,Jun,6,2,2022
6/17/2022,Friday,25,June,20220617,Jun,6,2,2022
6/18/2022,Saturday,25,June,20220618,Jun,6,2,2022
6/19/2022,Sunday,26,June,20220619,Jun,6,2,2022
6/20/2022,Monday,26,June,20220620,Jun,6,2,2022
6/21/2022,Tuesday,26,June,20220621,Jun,6,2,2022
6/22/2022,Wednesday,26,June,20220622,Jun,6,2,2022
6/23/2022,Thursday,26,June,20220623,Jun,6,2,2022
6/24/2022,Friday,26,June,20220624,Jun,6,2,2022
6/25/2022,Saturday,26,June,20220625,Jun,6,2,2022
6/26/2022,Sunday,27,June,20220626,Jun,6,2,2022
6/27/2022,Monday,27,June,20220627,Jun,6,2,2022
6/28/2022,Tuesday,27,June,20220628,Jun,6,2,2022
6/29/2022,Wednesday,27,June,20220629,Jun,6,2,2022
6/30/2022,Thursday,27,June,20220630,Jun,6,2,2022
7/1/2022,Friday,27,July,20220701,Jul,7,3,2022
7/2/2022,Saturday,27,July,20220702,Jul,7,3,2022
7/3/2022,Sunday,28,July,20220703,Jul,7,3,2022
7/4/2022,Monday,28,July,20220704,Jul,7,3,2022
7/5/2022,Tuesday,28,July,20220705,Jul,7,3,2022
7/6/2022,Wednesday,28,July,20220706,Jul,7,3,2022
7/7/2022,Thursday,28,July,20220707,Jul,7,3,2022
7/8/2022,Friday,28,July,20220708,Jul,7,3,2022
7/9/2022,Saturday,28,July,20220709,Jul,7,3,2022
7/10/2022,Sunday,29,July,20220710,Jul,7,3,2022
7/11/2022,Monday,29,July,20220711,Jul,7,3,2022
7/12/2022,Tuesday,29,July,20220712,Jul,7,3,2022
7/13/2022,Wednesday,29,July,20220713,Jul,7,3,2022
7/14/2022,Thursday,29,July,20220714,Jul,7,3,2022
7/15/2022,Friday,29,July,20220715,Jul,7,3,2022
7/16/2022,Saturday,29,July,20220716,Jul,7,3,2022
7/17/2022,Sunday,30,July,20220717,Jul,7,3,2022
7/18/2022,Monday,30,July,20220718,Jul,7,3,2022
7/19/2022,Tuesday,30,July,20220719,Jul,7,3,2022
7/20/2022,Wednesday,30,July,20220720,Jul,7,3,2022
7/21/2022,Thursday,30,July,20220721,Jul,7,3,2022
7/22/2022,Friday,30,July,20220722,Jul,7,3,2022
7/23/2022,Saturday,30,July,20220723,Jul,7,3,2022
7/24/2022,Sunday,31,July,20220724,Jul,7,3,2022
7/25/2022,Monday,31,July,20220725,Jul,7,3,2022
7/26/2022,Tuesday,31,July,20220726,Jul,7,3,2022
7/27/2022,Wednesday,31,July,20220727,Jul,7,3,2022
7/28/2022,Thursday,31,July,20220728,Jul,7,3,2022
7/29/2022,Friday,31,July,20220729,Jul,7,3,2022
7/30/2022,Saturday,31,July,20220730,Jul,7,3,2022
7/31/2022,Sunday,32,July,20220731,Jul,7,3,2022
8/1/2022,Monday,32,August,20220801,Aug,8,3,2022
8/2/2022,Tuesday,32,August,20220802,Aug,8,3,2022
8/3/2022,Wednesday,32,August,20220803,Aug,8,3,2022
8/4/2022,Thursday,32,August,20220804,Aug,8,3,2022
8/5/2022,Friday,32,August,20220805,Aug,8,3,2022
8/6/2022,Saturday,32,August,20220806,Aug,8,3,2022
8/7/2022,Sunday,33,August,20220807,Aug,8,3,2022
8/8/2022,Monday,33,August,20220808,Aug,8,3,2022
8/9/2022,Tuesday,33,August,20220809,Aug,8,3,2022
8/10/2022,Wednesday,33,August,20220810,Aug,8,3,2022
8/11/2022,Thursday,33,August,20220811,Aug,8,3,2022
8/12/2022,Friday,33,August,20220812,Aug,8,3,2022
8/13/2022,Saturday,33,August,20220813,Aug,8,3,2022
8/14/2022,Sunday,34,August,20220814,Aug,8,3,2022
8/15/2022,Monday,34,August,20220815,Aug,8,3,2022
8/16/2022,Tuesday,34,August,20220816,Aug,8,3,2022
8/17/2022,Wednesday,34,August,20220817,Aug,8,3,2022
8/18/2022,Thursday,34,August,20220818,Aug,8,3,2022
8/19/2022,Friday,34,August,20220819,Aug,8,3,2022
8/20/2022,Saturday,34,August,20220820,Aug,8,3,2022
8/21/2022,Sunday,35,August,20220821,Aug,8,3,2022
8/22/2022,Monday,35,August,20220822,Aug,8,3,2022
8/23/2022,Tuesday,35,August,20220823,Aug,8,3,2022
8/24/2022,Wednesday,35,August,20220824,Aug,8,3,2022
8/25/2022,Thursday,35,August,20220825,Aug,8,3,2022
8/26/2022,Friday,35,August,20220826,Aug,8,3,2022
8/27/2022,Saturday,35,August,20220827,Aug,8,3,2022
8/28/2022,Sunday,36,August,20220828,Aug,8,3,2022
8/29/2022,Monday,36,August,20220829,Aug,8,3,2022
8/30/2022,Tuesday,36,August,20220830,Aug,8,3,2022
8/31/2022,Wednesday,36,August,20220831,Aug,8,3,2022
9/1/2022,Thursday,36,September,20220901,Sep,9,3,2022
9/2/2022,Friday,36,September,20220902,Sep,9,3,2022
9/3/2022,Saturday,36,September,20220903,Sep,9,3,2022
9/4/2022,Sunday,37,September,20220904,Sep,9,3,2022
9/5/2022,Monday,37,September,20220905,Sep,9,3,2022
9/6/2022,Tuesday,37,September,20220906,Sep,9,3,2022
9/7/2022,Wednesday,37,September,20220907,Sep,9,3,2022
9/8/2022,Thursday,37,September,20220908,Sep,9,3,2022
9/9/2022,Friday,37,September,20220909,Sep,9,3,2022
9/10/2022,Saturday,37,September,20220910,Sep,9,3,2022
9/11/2022,Sunday,38,September,20220911,Sep,9,3,2022
9/12/2022,Monday,38,September,20220912,Sep,9,3,2022
9/13/2022,Tuesday,38,September,20220913,Sep,9,3,2022
9/14/2022,Wednesday,38,September,20220914,Sep,9,3,2022
9/15/2022,Thursday,38,September,20220915,Sep,9,3,2022
9/16/2022,Friday,38,September,20220916,Sep,9,3,2022
9/17/2022,Saturday,38,September,20220917,Sep,9,3,2022
9/18/2022,Sunday,39,September,20220918,Sep,9,3,2022
9/19/2022,Monday,39,September,20220919,Sep,9,3,2022
9/20/2022,Tuesday,39,September,20220920,Sep,9,3,2022
9/21/2022,Wednesday,39,September,20220921,Sep,9,3,2022
9/22/2022,Thursday,39,September,20220922,Sep,9,3,2022
9/23/2022,Friday,39,September,20220923,Sep,9,3,2022
9/24/2022,Saturday,39,September,20220924,Sep,9,3,2022
9/25/2022,Sunday,40,September,20220925,Sep,9,3,2022
9/26/2022,Monday,40,September,20220926,Sep,9,3,2022
9/27/2022,Tuesday,40,September,20220927,Sep,9,3,2022
9/28/2022,Wednesday,40,September,20220928,Sep,9,3,2022
9/29/2022,Thursday,40,September,20220929,Sep,9,3,2022
9/30/2022,Friday,40,September,20220930,Sep,9,3,2022
10/1/2022,Saturday,40,October,20221001,Oct,10,4,2022
10/2/2022,Sunday,41,October,20221002,Oct,10,4,2022
10/3/2022,Monday,41,October,20221003,Oct,10,4,2022
10/4/2022,Tuesday,41,October,20221004,Oct,10,4,2022
10/5/2022,Wednesday,41,October,20221005,Oct,10,4,2022
10/6/2022,Thursday,41,October,20221006,Oct,10,4,2022
10/7/2022,Friday,41,October,20221007,Oct,10,4,2022
10/8/2022,Saturday,41,October,20221008,Oct,10,4,2022
10/9/2022,Sunday,42,October,20221009,Oct,10,4,2022
10/10/2022,Monday,42,October,20221010,Oct,10,4,2022
10/11/2022,Tuesday,42,October,20221011,Oct,10,4,2022
10/12/2022,Wednesday,42,October,20221012,Oct,10,4,2022
10/13/2022,Thursday,42,October,20221013,Oct,10,4,2022
10/14/2022,Friday,42,October,20221014,Oct,10,4,2022
10/15/2022,Saturday,42,October,20221015,Oct,10,4,2022
10/16/2022,Sunday,43,October,20221016,Oct,10,4,2022
10/17/2022,Monday,43,October,20221017,Oct,10,4,2022
10/18/2022,Tuesday,43,October,20221018,Oct,10,4,2022
10/19/2022,Wednesday,43,October,20221019,Oct,10,4,2022
10/20/2022,Thursday,43,October,20221020,Oct,10,4,2022
10/21/2022,Friday,43,October,20221021,Oct,10,4,2022
10/22/2022,Saturday,43,October,20221022,Oct,10,4,2022
10/23/2022,Sunday,44,October,20221023,Oct,10,4,2022
10/24/2022,Monday,44,October,20221024,Oct,10,4,2022
10/25/2022,Tuesday,44,October,20221025,Oct,10,4,2022
10/26/2022,Wednesday,44,October,20221026,Oct,10,4,2022
10/27/2022,Thursday,44,October,20221027,Oct,10,4,2022
10/28/2022,Friday,44,October,20221028,Oct,10,4,2022
10/29/2022,Saturday,44,October,20221029,Oct,10,4,2022
10/30/2022,Sunday,45,October,20221030,Oct,10,4,2022
10/31/2022,Monday,45,October,20221031,Oct,10,4,2022
11/1/2022,Tuesday,45,November,20221101,Nov,11,4,2022
11/2/2022,Wednesday,45,November,20221102,Nov,11,4,2022
11/3/2022,Thursday,45,November,20221103,Nov,11,4,2022
11/4/2022,Friday,45,November,20221104,Nov,11,4,2022
11/5/2022,Saturday,45,November,20221105,Nov,11,4,2022
11/6/2022,Sunday,46,November,20221106,Nov,11,4,2022
11/7/2022,Monday,46,November,20221107,Nov,11,4,2022
11/8/2022,Tuesday,46,November,20221108,Nov,11,4,2022
11/9/2022,Wednesday,46,November,20221109,Nov,11,4,2022
11/10/2022,Thursday,46,November,20221110,Nov,11,4,2022
11/11/2022,Friday,46,November,20221111,Nov,11,4,2022
11/12/2022,Saturday,46,November,20221112,Nov,11,4,2022
11/13/2022,Sunday,47,November,20221113,Nov,11,4,2022
11/14/2022,Monday,47,November,20221114,Nov,11,4,2022
11/15/2022,Tuesday,47,November,20221115,Nov,11,4,2022
11/16/2022,Wednesday,47,November,20221116,Nov,11,4,2022
11/17/2022,Thursday,47,November,20221117,Nov,11,4,2022
11/18/2022,Friday,47,November,20221118,Nov,11,4,2022
11/19/2022,Saturday,47,November,20221119,Nov,11,4,2022
11/20/2022,Sunday,48,November,20221120,Nov,11,4,2022
11/21/2022,Monday,48,November,20221121,Nov,11,4,2022
11/22/2022,Tuesday,48,November,20221122,Nov,11,4,2022
11/23/2022,Wednesday,48,November,20221123,Nov,11,4,2022
11/24/2022,Thursday,48,November,20221124,Nov,11,4,2022
11/25/2022,Friday,48,November,20221125,Nov,11,4,2022
11/26/2022,Saturday,48,November,20221126,Nov,11,4,2022
11/27/2022,Sunday,49,November,20221127,Nov,11,4,2022
11/28/2022,Monday,49,November,20221128,Nov,11,4,2022
11/29/2022,Tuesday,49,November,20221129,Nov,11,4,2022
11/30/2022,Wednesday,49,November,20221130,Nov,11,4,2022
12/1/2022,Thursday,49,December,20221201,Dec,12,4,2022
12/2/2022,Friday,49,December,20221202,Dec,12,4,2022
12/3/2022,Saturday,49,December,20221203,Dec,12,4,2022
12/4/2022,Sunday,50,December,20221204,Dec,12,4,2022
12/5/2022,Monday,50,December,20221205,Dec,12,4,2022
12/6/2022,Tuesday,50,December,20221206,Dec,12,4,2022
12/7/2022,Wednesday,50,December,20221207,Dec,12,4,2022
12/8/2022,Thursday,50,December,20221208,Dec,12,4,2022
12/9/2022,Friday,50,December,20221209,Dec,12,4,2022
12/10/2022,Saturday,50,December,20221210,Dec,12,4,2022
12/11/2022,Sunday,51,December,20221211,Dec,12,4,2022
12/12/2022,Monday,51,December,20221212,Dec,12,4,2022
12/13/2022,Tuesday,51,December,20221213,Dec,12,4,2022
12/14/2022,Wednesday,51,December,20221214,Dec,12,4,2022
12/15/2022,Thursday,51,December,20221215,Dec,12,4,2022
12/16/2022,Friday,51,December,20221216,Dec,12,4,2022
12/17/2022,Saturday,51,December,20221217,Dec,12,4,2022
12/18/2022,Sunday,52,December,20221218,Dec,12,4,2022
12/19/2022,Monday,52,December,20221219,Dec,12,4,2022
12/20/2022,Tuesday,52,December,20221220,Dec,12,4,2022
12/21/2022,Wednesday,52,December,20221221,Dec,12,4,2022
12/22/2022,Thursday,52,December,20221222,Dec,12,4,2022
12/23/2022,Friday,52,December,20221223,Dec,12,4,2022
12/24/2022,Saturday,52,December,20221224,Dec,12,4,2022
12/25/2022,Sunday,53,December,20221225,Dec,12,4,2022
12/26/2022,Monday,53,December,20221226,Dec,12,4,2022
12/27/2022,Tuesday,53,December,20221227,Dec,12,4,2022
12/28/2022,Wednesday,53,December,20221228,Dec,12,4,2022
12/29/2022,Thursday,53,December,20221229,Dec,12,4,2022
12/30/2022,Friday,53,December,20221230,Dec,12,4,2022
12/31/2022,Saturday,53,December,20221231,Dec,12,4,2022
